timestamp,co2,temp,hum,state
2026-04-27 08:00:00,747.4,23.35,39.8,fire
2026-04-27 08:00:05,972.1,25.7,38.7,fire
2026-04-27 08:00:10,1203.4,25.98,38.4,fire
2026-04-27 08:00:15,1415.4,26.69,39.7,fire
2026-04-27 08:00:20,1570.6,26.89,38.6,fire
2026-04-27 08:00:25,1741.6,28.18,38.4,fire
2026-04-27 08:00:30,1907.3,28.49,37.7,fire
2026-04-27 08:00:35,2053.7,30.02,36.7,fire
2026-04-27 08:00:40,2211.8,30.75,36.7,fire
2026-04-27 08:00:45,2362.6,32.3,36.2,fire
2026-04-27 08:00:50,2503.7,32.98,36.1,fire
2026-04-27 08:00:55,2665.2,35.01,35.9,fire
2026-04-27 08:01:00,2765.0,36.51,35.4,fire
2026-04-27 08:01:05,2902.3,38.14,35.8,fire
2026-04-27 08:01:10,3030.7,38.65,34.5,fire
2026-04-27 08:01:15,3133.5,39.11,34.4,fire
2026-04-27 08:01:20,3238.4,40.32,34.5,fire
2026-04-27 08:01:25,3332.7,41.4,33.8,fire
2026-04-27 08:01:30,3415.8,41.9,34.3,fire
2026-04-27 08:01:35,3499.1,42.12,34.6,fire
2026-04-27 08:01:40,3578.7,42.28,33.8,fire
2026-04-27 08:01:45,3623.8,42.81,32.6,fire
2026-04-27 08:01:50,3704.9,42.79,32.8,fire
2026-04-27 08:01:55,3771.3,42.93,32.2,fire
2026-04-27 08:02:00,3812.7,43.94,32.9,fire
2026-04-27 08:02:05,3903.0,43.96,32.2,fire
2026-04-27 08:02:10,3983.7,44.83,32.6,fire
2026-04-27 08:02:15,4018.6,46.09,32.8,fire
2026-04-27 08:02:20,4106.2,46.18,31.7,fire
2026-04-27 08:02:25,4157.6,47.26,32.0,fire
2026-04-27 08:02:30,4206.5,48.2,32.0,fire
2026-04-27 08:02:35,4267.5,48.43,31.4,fire
2026-04-27 08:02:40,4300.0,48.59,30.8,fire
2026-04-27 08:02:45,4300.7,49.6,30.0,fire
2026-04-27 08:02:50,4333.5,51.11,29.8,fire
2026-04-27 08:02:55,4329.6,51.92,29.3,fire
2026-04-27 08:03:00,4347.2,52.44,28.7,fire
2026-04-27 08:03:05,4384.7,53.17,28.3,fire
2026-04-27 08:03:10,4441.7,54.26,28.2,fire
2026-04-27 08:03:15,4496.4,54.9,27.4,fire
2026-04-27 08:03:20,4494.6,55.02,27.0,fire
2026-04-27 08:03:25,4536.3,55.69,26.9,fire
2026-04-27 08:03:30,4539.0,55.67,26.8,fire
2026-04-27 08:03:35,4552.2,55.79,26.2,fire
2026-04-27 08:03:40,4573.9,55.12,25.8,fire
2026-04-27 08:03:45,4586.3,55.89,26.1,fire
2026-04-27 08:03:50,4623.8,55.44,26.2,fire
2026-04-27 08:03:55,4641.6,56.54,26.3,fire
2026-04-27 08:04:00,4648.0,57.57,26.6,fire
2026-04-27 08:04:05,4660.2,58.06,26.5,fire
2026-04-27 08:04:10,4689.9,58.76,26.0,fire
2026-04-27 08:04:15,4685.8,58.97,26.2,fire
2026-04-27 08:04:20,4720.8,58.93,25.7,fire
2026-04-27 08:04:25,4711.3,58.67,25.7,fire
2026-04-27 08:04:30,4739.1,59.35,24.4,fire
2026-04-27 08:04:35,4743.2,60.93,24.7,fire
2026-04-27 08:04:40,4757.5,61.34,25.0,fire
2026-04-27 08:04:45,4775.2,62.03,25.4,fire
2026-04-27 08:04:50,4797.6,62.08,26.2,fire
2026-04-27 08:04:55,4838.2,62.62,25.0,fire
2026-04-27 08:05:00,4885.7,62.83,24.4,fire
2026-04-27 08:05:05,4908.8,62.91,24.5,fire
2026-04-27 08:05:10,4937.0,63.14,23.4,fire
2026-04-27 08:05:15,4912.2,63.98,22.2,fire
2026-04-27 08:05:20,4913.4,63.18,22.5,fire
2026-04-27 08:05:25,4919.3,63.55,22.1,fire
2026-04-27 08:05:30,4907.8,63.9,23.2,fire
2026-04-27 08:05:35,4906.0,63.51,23.0,fire
2026-04-27 08:05:40,4902.5,64.29,22.9,fire
2026-04-27 08:05:45,4906.1,64.33,23.3,fire
2026-04-27 08:05:50,4882.9,64.39,23.0,fire
2026-04-27 08:05:55,4892.8,64.55,22.4,fire
2026-04-27 08:06:00,4884.5,65.51,22.9,fire
2026-04-27 08:06:05,4912.8,66.36,23.0,fire
2026-04-27 08:06:10,4927.1,66.81,23.4,fire
2026-04-27 08:06:15,4908.2,67.63,23.0,fire
2026-04-27 08:06:20,4894.8,67.82,22.4,fire
2026-04-27 08:06:25,4877.8,68.17,22.6,fire
2026-04-27 08:06:30,4872.8,67.78,21.7,fire
2026-04-27 08:06:35,4848.4,68.22,21.0,fire
2026-04-27 08:06:40,4849.0,67.77,20.8,fire
2026-04-27 08:06:45,4859.7,68.71,21.0,fire
2026-04-27 08:06:50,4864.9,69.01,21.4,fire
2026-04-27 08:06:55,4858.2,69.23,20.4,fire
2026-04-27 08:07:00,4860.4,69.52,19.5,fire
2026-04-27 08:07:05,4847.3,70.39,19.9,fire
2026-04-27 08:07:10,4844.0,70.5,19.5,fire
2026-04-27 08:07:15,4826.4,70.98,19.0,fire
2026-04-27 08:07:20,4854.1,70.83,17.3,fire
2026-04-27 08:07:25,4874.4,70.86,17.9,fire
2026-04-27 08:07:30,4836.8,70.54,17.4,fire
2026-04-27 08:07:35,4807.8,71.18,17.8,fire
2026-04-27 08:07:40,4796.0,71.6,18.1,fire
2026-04-27 08:07:45,4838.3,71.25,17.7,fire
2026-04-27 08:07:50,4848.2,70.45,16.8,fire
2026-04-27 08:07:55,4838.7,71.32,16.8,fire
2026-04-27 08:08:00,4795.0,70.75,17.0,normal
2026-04-27 08:08:05,4755.1,70.1,17.2,normal
2026-04-27 08:08:10,4711.1,69.57,17.3,normal
2026-04-27 08:08:15,4666.4,69.15,17.5,normal
2026-04-27 08:08:20,4624.8,68.7,17.7,normal
2026-04-27 08:08:25,4585.8,68.27,17.7,normal
2026-04-27 08:08:30,4542.2,67.89,17.8,normal
2026-04-27 08:08:35,4499.9,67.37,17.9,normal
2026-04-27 08:08:40,4455.7,67.0,18.2,normal
2026-04-27 08:08:45,4413.6,66.56,18.1,normal
2026-04-27 08:08:50,4375.9,66.14,18.2,normal
2026-04-27 08:08:55,4335.4,65.73,18.4,normal
2026-04-27 08:09:00,4294.2,65.21,18.6,normal
2026-04-27 08:09:05,4256.2,64.81,18.8,normal
2026-04-27 08:09:10,4220.7,64.35,19.0,normal
2026-04-27 08:09:15,4183.3,63.89,19.3,normal
2026-04-27 08:09:20,4148.1,63.45,19.4,normal
2026-04-27 08:09:25,4109.9,62.97,19.7,normal
2026-04-27 08:09:30,4070.4,62.55,19.8,normal
2026-04-27 08:09:35,4035.6,62.18,20.0,normal
2026-04-27 08:09:40,4000.8,61.81,20.1,normal
2026-04-27 08:09:45,3967.3,61.4,20.3,normal
2026-04-27 08:09:50,3934.3,60.95,20.5,normal
2026-04-27 08:09:55,3902.9,60.61,20.7,normal
2026-04-27 08:10:00,3869.1,60.21,21.0,normal
2026-04-27 08:10:05,3835.1,59.82,21.1,normal
2026-04-27 08:10:10,3800.3,59.43,21.2,normal
2026-04-27 08:10:15,3766.0,59.0,21.3,normal
2026-04-27 08:10:20,3731.5,58.68,21.4,normal
2026-04-27 08:10:25,3700.6,58.34,21.5,normal
2026-04-27 08:10:30,3671.2,57.97,21.5,normal
2026-04-27 08:10:35,3642.8,57.55,21.8,normal
2026-04-27 08:10:40,3611.6,57.17,22.1,normal
2026-04-27 08:10:45,3582.0,56.8,22.2,normal
2026-04-27 08:10:50,3553.0,56.44,22.4,normal
2026-04-27 08:10:55,3520.0,56.03,22.7,normal
2026-04-27 08:11:00,3487.2,55.71,22.9,normal
2026-04-27 08:11:05,3458.2,55.35,23.1,normal
2026-04-27 08:11:10,3431.6,55.06,23.3,normal
2026-04-27 08:11:15,3403.7,54.65,23.5,normal
2026-04-27 08:11:20,3372.3,54.36,23.8,normal
2026-04-27 08:11:25,3342.0,54.1,23.9,normal
2026-04-27 08:11:30,3315.1,53.8,24.1,normal
2026-04-27 08:11:35,3283.8,53.44,24.2,normal
2026-04-27 08:11:40,3254.3,53.15,24.2,normal
2026-04-27 08:11:45,3226.9,52.77,24.4,normal
2026-04-27 08:11:50,3199.8,52.48,24.8,normal
2026-04-27 08:11:55,3169.9,52.21,24.9,normal
2026-04-27 08:12:00,3139.7,51.81,25.1,normal
2026-04-27 08:12:05,3116.1,51.52,25.1,normal
2026-04-27 08:12:10,3090.4,51.22,25.2,normal
2026-04-27 08:12:15,3065.5,50.93,25.6,normal
2026-04-27 08:12:20,3040.0,50.62,25.6,normal
2026-04-27 08:12:25,3018.5,50.37,25.8,normal
2026-04-27 08:12:30,2993.1,50.08,25.9,normal
2026-04-27 08:12:35,2967.7,49.77,25.9,normal
2026-04-27 08:12:40,2944.0,49.53,26.0,normal
2026-04-27 08:12:45,2917.7,49.2,26.2,normal
2026-04-27 08:12:50,2893.8,48.95,26.3,normal
2026-04-27 08:12:55,2874.7,48.67,26.5,normal
2026-04-27 08:13:00,2851.5,48.38,26.8,normal
2026-04-27 08:13:05,2822.7,48.07,27.1,normal
2026-04-27 08:13:10,2801.1,47.78,27.3,normal
2026-04-27 08:13:15,2779.5,47.5,27.4,normal
2026-04-27 08:13:20,2756.1,47.22,27.5,normal
2026-04-27 08:13:25,2732.3,47.09,27.7,normal
2026-04-27 08:13:30,2705.7,46.86,27.8,normal
2026-04-27 08:13:35,2684.1,46.6,27.8,normal
2026-04-27 08:13:40,2661.9,46.39,28.1,normal
2026-04-27 08:13:45,2639.5,46.08,28.3,normal
2026-04-27 08:13:50,2616.8,45.84,28.4,normal
2026-04-27 08:13:55,2593.4,45.55,28.4,normal
2026-04-27 08:14:00,2572.7,45.29,28.5,normal
2026-04-27 08:14:05,2553.4,45.12,28.8,normal
2026-04-27 08:14:10,2529.5,44.91,28.8,normal
2026-04-27 08:14:15,2508.8,44.67,28.8,normal
2026-04-27 08:14:20,2488.5,44.36,28.9,normal
2026-04-27 08:14:25,2467.0,44.19,29.1,normal
2026-04-27 08:14:30,2449.3,44.01,29.3,normal
2026-04-27 08:14:35,2432.2,43.74,29.4,normal
2026-04-27 08:14:40,2411.3,43.52,29.6,normal
2026-04-27 08:14:45,2387.8,43.35,29.7,normal
2026-04-27 08:14:50,2368.0,43.09,29.7,normal
2026-04-27 08:14:55,2353.7,42.94,29.9,normal
2026-04-27 08:15:00,2335.8,42.74,30.1,normal
2026-04-27 08:15:05,2316.3,42.57,30.0,normal
2026-04-27 08:15:10,2300.7,42.39,30.0,normal
2026-04-27 08:15:15,2281.5,42.18,30.1,normal
2026-04-27 08:15:20,2265.9,41.93,30.1,normal
2026-04-27 08:15:25,2246.3,41.83,30.2,normal
2026-04-27 08:15:30,2226.6,41.67,30.3,normal
2026-04-27 08:15:35,2212.3,41.5,30.5,normal
2026-04-27 08:15:40,2195.7,41.35,30.6,normal
2026-04-27 08:15:45,2181.2,41.18,30.6,normal
2026-04-27 08:15:50,2164.0,40.96,30.7,normal
2026-04-27 08:15:55,2148.6,40.86,30.7,normal
2026-04-27 08:16:00,2132.8,40.7,30.7,normal
2026-04-27 08:16:05,2116.6,40.56,30.6,normal
2026-04-27 08:16:10,2101.7,40.44,30.7,normal
2026-04-27 08:16:15,2086.9,40.34,30.8,normal
2026-04-27 08:16:20,2070.9,40.11,31.1,normal
2026-04-27 08:16:25,2054.3,40.01,31.3,normal
2026-04-27 08:16:30,2037.1,39.83,31.5,normal
2026-04-27 08:16:35,2020.5,39.6,31.5,normal
2026-04-27 08:16:40,2002.2,39.51,31.5,normal
2026-04-27 08:16:45,1988.3,39.31,31.6,normal
2026-04-27 08:16:50,1973.0,39.12,31.8,normal
2026-04-27 08:16:55,1964.6,38.99,31.9,normal
2026-04-27 08:17:00,1945.8,38.78,31.9,normal
2026-04-27 08:17:05,1929.6,38.67,32.0,normal
2026-04-27 08:17:10,1914.5,38.5,32.0,normal
2026-04-27 08:17:15,1899.5,38.48,32.0,normal
2026-04-27 08:17:20,1888.8,38.32,32.0,normal
2026-04-27 08:17:25,1874.4,38.21,32.2,normal
2026-04-27 08:17:30,1863.0,37.99,32.5,normal
2026-04-27 08:17:35,1847.1,37.9,32.6,normal
2026-04-27 08:17:40,1834.7,37.77,32.6,normal
2026-04-27 08:17:45,1821.7,37.69,32.7,normal
2026-04-27 08:17:50,1808.6,37.53,33.0,normal
2026-04-27 08:17:55,1796.7,37.37,32.9,normal
2026-04-27 08:18:00,1783.0,37.28,32.9,normal
2026-04-27 08:18:05,1768.1,37.18,33.0,normal
2026-04-27 08:18:10,1757.8,37.05,32.7,normal
2026-04-27 08:18:15,1744.7,36.94,32.7,normal
2026-04-27 08:18:20,1727.7,36.76,32.8,normal
2026-04-27 08:18:25,1715.1,36.49,32.9,normal
2026-04-27 08:18:30,1704.6,36.32,33.0,normal
2026-04-27 08:18:35,1692.1,36.18,33.1,normal
2026-04-27 08:18:40,1677.6,36.02,33.2,normal
2026-04-27 08:18:45,1667.1,35.88,33.3,normal
2026-04-27 08:18:50,1657.7,35.74,33.5,normal
2026-04-27 08:18:55,1647.2,35.6,33.5,normal
2026-04-27 08:19:00,1634.9,35.46,33.7,normal
2026-04-27 08:19:05,1624.7,35.27,33.6,normal
2026-04-27 08:19:10,1611.5,35.18,33.6,normal
2026-04-27 08:19:15,1601.7,35.02,33.8,normal
2026-04-27 08:19:20,1590.1,34.93,33.8,normal
2026-04-27 08:19:25,1577.2,34.78,33.8,normal
2026-04-27 08:19:30,1568.1,34.67,33.9,normal
2026-04-27 08:19:35,1560.6,34.48,34.0,normal
2026-04-27 08:19:40,1550.9,34.34,34.1,normal
2026-04-27 08:19:45,1539.4,34.18,34.0,normal
2026-04-27 08:19:50,1525.8,34.04,34.1,normal
2026-04-27 08:19:55,1515.6,33.88,34.4,normal
2026-04-27 08:20:00,1506.2,33.76,34.4,normal
2026-04-27 08:20:05,1500.0,33.56,34.6,normal
2026-04-27 08:20:10,1488.5,33.46,34.5,normal
2026-04-27 08:20:15,1480.6,33.36,34.4,normal
2026-04-27 08:20:20,1474.2,33.18,34.5,normal
2026-04-27 08:20:25,1465.8,33.02,34.6,normal
2026-04-27 08:20:30,1456.5,32.94,34.6,normal
2026-04-27 08:20:35,1449.0,32.92,34.5,normal
2026-04-27 08:20:40,1437.0,32.75,34.4,normal
2026-04-27 08:20:45,1428.2,32.7,34.6,normal
2026-04-27 08:20:50,1415.6,32.57,34.5,normal
2026-04-27 08:20:55,1403.5,32.61,34.6,normal
2026-04-27 08:21:00,1398.1,32.47,34.7,normal
2026-04-27 08:21:05,1389.3,32.38,34.7,normal
2026-04-27 08:21:10,1382.9,32.27,34.8,normal
2026-04-27 08:21:15,1375.6,32.17,34.9,normal
2026-04-27 08:21:20,1365.8,32.01,34.9,normal
2026-04-27 08:21:25,1356.7,31.88,35.0,normal
2026-04-27 08:21:30,1348.6,31.79,35.1,normal
2026-04-27 08:21:35,1341.1,31.64,35.2,normal
2026-04-27 08:21:40,1329.0,31.55,35.3,normal
2026-04-27 08:21:45,1323.0,31.44,35.3,normal
2026-04-27 08:21:50,1315.5,31.38,35.3,normal
2026-04-27 08:21:55,1307.9,31.32,35.2,normal
2026-04-27 08:22:00,1301.2,31.22,35.3,normal
2026-04-27 08:22:05,1295.2,31.12,35.3,normal
2026-04-27 08:22:10,1286.9,31.04,35.2,normal
2026-04-27 08:22:15,1278.8,30.82,35.3,normal
2026-04-27 08:22:20,1269.7,30.75,35.5,normal
2026-04-27 08:22:25,1262.3,30.67,35.3,normal
2026-04-27 08:22:30,1253.3,30.6,35.4,normal
2026-04-27 08:22:35,1243.1,30.51,35.5,normal
2026-04-27 08:22:40,1231.8,30.48,35.4,normal
2026-04-27 08:22:45,1227.1,30.42,35.4,normal
2026-04-27 08:22:50,1217.6,30.25,35.4,normal
2026-04-27 08:22:55,1213.2,30.13,35.6,normal
2026-04-27 08:23:00,1209.6,30.03,35.5,normal
